make,model,id,year,price_usd,horsepower,seating_configuration,number_of_airbags,seat_material,heated_seats,seat_adjustments,extra_features,safety_features_detail,multimedia_features,storage_convenience_features,body_type,price_segment,performance_tier,cylinders,displacement_cc,engine_configuration,torque_nm,fuel_type,aspiration,fuel_tank_liters,transmission_type,transmission_detailed,drivetrain,tyre_size_front,tyre_size_rear,wheel_size_inches,brakes_front,brakes_rear,abs_system,brake_assist_system,braking_distance_100_to_0_meters,suspension_front,suspension_rear,steering_type,steering_ratio,wheelbase_mm,ground_clearance_mm,turning_radius_meters,curb_weight_kg,gvwr_kg,max_towing_capacity_kg,max_cargo_capacity_liters,acceleration_0_to_60_sec,top_speed_kmh,epa_city_mpg,epa_combined_mpg,epa_highway_mpg,co2_emissions_g_km,power_to_weight_ratio,fuel_efficiency_estimate
Suzuki,Aerio,295,2007,14299,155,5 Seats (2 Front + 3 Rear),4,Fabric,No,Manual Adjustable,Electronic Stability Control | Power Steering | Manual Windows,ABS | Dual Front Airbags | Side Airbags,AM/FM Radio | CD Player,Cup Holders | Door Pockets,Sedan,Budget,Standard,4,2000,I4,202,Gasoline,Naturally Aspirated,55,Automatic,5-speed Automatic,Front-Wheel Drive,205/65R16,205/65R16,16,Ventilated Disc,Solid Disc,Yes,ABS + EBD,37,Independent Double Wishbone,Multi-link,Hydraulic Power Steering,15.5,2500,150,3.8,1800,2520,1500,500,11,228,20.2,23.8,27.4,10,232.5,25
BMW,ALPINA B7,307,2017,137000,600,5 Seats (2 Front + 3 Rear),12,Premium Leather,Yes (Front + Rear),Power Adjustable (8-way) with Memory,ABS + EBD | Electronic Stability Control | Hill Assist | Traction Control | Climate Control | Leather Seats | Power Windows | Power Mirrors | Cruise Control | Infotainment System | Bluetooth Connectivity | Touch Screen Display | Smartphone Integration,ABS | Dual Front Airbags | Side Airbags | Curtain Airbags | Electronic Brake Force Distribution | Tire Pressure Monitoring | Pre-collision System | Blind Spot Detection | Lane Departure Warning | Automatic Emergency Braking,AM/FM Radio | CD Player | USB Port | Auxiliary Input | Bluetooth Audio | Hands-Free Calling | Touchscreen Display | Apple CarPlay/Android Auto | Navigation System | Premium Sound System,Cup Holders | Door Pockets | Floor Mats | Trunk Organizer | Dual Glove Box | Center Console Storage | Door Locks Storage,Sedan,Luxury,High-Performance,4,2000,I4,780,Diesel,Turbocharged,55,Automatic,8-speed Automatic,Front-Wheel Drive,205/65R16,205/65R16,16,Ventilated Disc,Solid Disc,Yes,ABS + EBD + Brake Assist,34,Independent Double Wishbone,Multi-link,Electric Power Steering,15.5,2500,150,3.8,1800,2520,1500,500,8,450,8.5,10,11.5,24,900,25
BMW,Alpina,308,2003,136900,375,5 Seats (2 Front + 3 Rear),6,Premium Leather,Yes (Front + Rear),Power Adjustable (8-way) with Memory,Climate Control | Leather Seats | Power Windows | Power Mirrors | Cruise Control,ABS | Dual Front Airbags | Pre-collision System | Blind Spot Detection | Lane Departure Warning | Automatic Emergency Braking,AM/FM Radio | Navigation System,Cup Holders | Door Pockets | Floor Mats | Trunk Organizer | Dual Glove Box | Center Console Storage | Door Locks Storage,Convertible,Luxury,Performance,6,3500,V6,488,Diesel,Turbocharged,55,Manual,4-speed Manual,Front-Wheel Drive,225/50R18,225/50R18,18,Ventilated Disc,Ventilated Disc,Maybe,ABS,35.5,Independent Double Wishbone,Independent,Hydraulic Power Steering,14.5,2400,150,3.6,1500,2100,1500,800,9.5,338,12.8,15,17.2,16,562.5,25
Nissan,Altima Hybrid,311,2011,26800,198,5 Seats (2 Front + 3 Rear),8,Fabric,No,Manual Adjustable,ABS + EBD | Electronic Stability Control | Hill Assist | Power Windows | Power Steering | Air Conditioning | Infotainment System,ABS | Dual Front Airbags | Side Airbags | Curtain Airbags,AM/FM Radio | CD Player | USB Port | Auxiliary Input,Cup Holders | Door Pockets | Floor Mats | Trunk Organizer,Sedan,Mid-Range,Standard,4,2000,I4,257,Gasoline,Naturally Aspirated,55,Automatic,6-speed Automatic,Front-Wheel Drive,205/65R16,205/65R16,16,Ventilated Disc,Solid Disc,Yes,ABS + EBD + Brake Assist,36.7,Independent Double Wishbone,Multi-link,Electric Power Steering,15.5,2500,150,3.8,1800,2520,1500,500,10.7,249,18.8,22.1,25.4,11,297,25
Nissan,Altima,314,2017,25460,179,5 Seats (2 Front + 3 Rear),10,Fabric,No,Manual Adjustable,ABS + EBD | Electronic Stability Control | Hill Assist | Traction Control | Power Windows | Power Steering | Air Conditioning | Infotainment System | Bluetooth Connectivity | Touch Screen Display | Smartphone Integration,ABS | Dual Front Airbags | Side Airbags | Curtain Airbags | Electronic Brake Force Distribution | Tire Pressure Monitoring,AM/FM Radio | CD Player | USB Port | Auxiliary Input | Bluetooth Audio | Hands-Free Calling | Touchscreen Display | Apple CarPlay/Android Auto,Cup Holders | Door Pockets | Floor Mats | Trunk Organizer,Sedan,Mid-Range,Standard,4,2000,I4,233,Gasoline,Naturally Aspirated,55,Automatic,6-speed Automatic,Front-Wheel Drive,205/65R16,205/65R16,16,Ventilated Disc,Solid Disc,Yes,ABS + EBD + Brake Assist,36.8,Independent Double Wishbone,Multi-link,Electric Power Steering,15.5,2500,150,3.8,1800,2520,1500,500,10.8,240,19.4,22.8,26.2,10,268.5,25
Kia,Amanti,317,2009,26045,264,5 Seats (2 Front + 3 Rear),6,Fabric,No,Manual Adjustable,Electronic Stability Control | Hill Assist | Power Windows | Power Steering | Air Conditioning,ABS | Dual Front Airbags | Side Airbags,AM/FM Radio | CD Player,Cup Holders | Door Pockets | Floor Mats | Trunk Organizer,Sedan,Mid-Range,Performance,4,2000,I4,343,Gasoline,Naturally Aspirated,55,Automatic,5-speed Automatic,Front-Wheel Drive,205/65R16,205/65R16,16,Ventilated Disc,Solid Disc,Yes,ABS + EBD,36.2,Independent Double Wishbone,Multi-link,Hydraulic Power Steering,15.5,2500,150,3.8,1800,2520,1500,500,10.2,282,16.5,19.4,22.3,12,396,25
Nissan,Armada,322,2017,49650,390,5 Seats (2 Front + 3 Rear),10,Fabric,No,Manual Adjustable,ABS + EBD | Electronic Stability Control | Hill Assist | Traction Control | Power Windows | Power Steering | Air Conditioning | Infotainment System | Bluetooth Connectivity | Touch Screen Display | Smartphone Integration,ABS | Dual Front Airbags | Side Airbags | Curtain Airbags | Electronic Brake Force Distribution | Tire Pressure Monitoring,AM/FM Radio | CD Player | USB Port | Auxiliary Input | Bluetooth Audio | Hands-Free Calling | Touchscreen Display | Apple CarPlay/Android Auto,Cup Holders | Door Pockets | Floor Mats | Trunk Organizer,SUV,Mid-Range,Performance,6,2800,V6,507,Gasoline,Naturally Aspirated,60,Automatic,8-speed Automatic,All-Wheel Drive,235/70R17,235/70R17,17,Ventilated Disc,Solid Disc,Yes,ABS + EBD + Brake Assist,35.4,Independent,Multi-link,Electric Power Steering,15.5,2700,200,4.1,2200,3080,2500,1000,9.4,345,12.2,14.4,16.6,16,585,25
Bentley,Arnage,325,2009,270990,500,5 Seats (2 Front + 3 Rear),8,Premium Leather,Yes (Front + Rear),Power Adjustable (8-way) with Memory,Electronic Stability Control | Hill Assist | Climate Control | Leather Seats | Power Windows | Power Mirrors | Cruise Control,ABS | Dual Front Airbags | Side Airbags | Pre-collision System | Blind Spot Detection | Lane Departure Warning | Automatic Emergency Braking,AM/FM Radio | CD Player | Navigation System,Cup Holders | Door Pockets | Floor Mats | Trunk Organizer | Dual Glove Box | Center Console Storage | Door Locks Storage,Sedan,Luxury,High-Performance,4,2000,I4,650,Gasoline,Turbocharged,55,Automatic,5-speed Automatic,Front-Wheel Drive,205/65R16,205/65R16,16,Ventilated Disc,Solid Disc,Yes,ABS + EBD,34.7,Independent Double Wishbone,Multi-link,Hydraulic Power Steering,15.5,2500,150,3.8,1800,2520,1500,500,8.7,400,8.5,10,11.5,24,750,25
Chevrolet,Astro Cargo,328,2005,22930,190,5 Seats (2 Front + 3 Rear),6,Fabric,No,Manual Adjustable,Electronic Stability Control | Power Steering | Manual Windows,ABS | Dual Front Airbags | Side Airbags,AM/FM Radio | CD Player,Cup Holders | Door Pockets,Van,Mid-Range,Standard,6,2400,V6,247,Gasoline,Naturally Aspirated,60,Automatic,5-speed Automatic,Front-Wheel Drive,205/70R15,205/70R15,15,Disc Brake,Drum Brake,Yes,ABS + EBD,36.7,MacPherson Strut,Multi-link,Hydraulic Power Steering,15.5,2400,150,3.6,1500,2100,1500,800,10.7,245,19,22.4,25.8,10,285,25
Chevrolet,Astro,331,2005,24430,190,5 Seats (2 Front + 3 Rear),6,Fabric,No,Manual Adjustable,Electronic Stability Control | Power Steering | Manual Windows,ABS | Dual Front Airbags | Side Airbags,AM/FM Radio | CD Player,Cup Holders | Door Pockets,Van,Mid-Range,Standard,6,2400,V6,247,Gasoline,Naturally Aspirated,60,Automatic,5-speed Automatic,Front-Wheel Drive,205/70R15,205/70R15,15,Disc Brake,Drum Brake,Yes,ABS + EBD,36.7,MacPherson Strut,Multi-link,Hydraulic Power Steering,15.5,2400,150,3.6,1500,2100,1500,800,10.7,245,19,22.4,25.8,10,285,25
Cadillac,ATS Coupe,334,2017,43395,272,5 Seats (2 Front + 3 Rear),10,Fabric,No,Manual Adjustable,ABS + EBD | Electronic Stability Control | Hill Assist | Traction Control | Power Windows | Power Steering | Air Conditioning | Infotainment System | Bluetooth Connectivity | Touch Screen Display | Smartphone Integration,ABS | Dual Front Airbags | Side Airbags | Curtain Airbags | Electronic Brake Force Distribution | Tire Pressure Monitoring,AM/FM Radio | CD Player | USB Port | Auxiliary Input | Bluetooth Audio | Hands-Free Calling | Touchscreen Display | Apple CarPlay/Android Auto,Cup Holders | Door Pockets | Floor Mats | Trunk Organizer,Coupe,Mid-Range,Performance,6,3500,V6,354,Gasoline,Naturally Aspirated,55,Automatic,8-speed Automatic,Front-Wheel Drive,225/50R18,225/50R18,18,Ventilated Disc,Ventilated Disc,Yes,ABS + EBD + Brake Assist,36.2,Independent Double Wishbone,Independent,Electric Power Steering,14.5,2400,150,3.6,1500,2100,1500,800,10.2,286,16.2,19.1,22,12,408,25
Cadillac,ATS-V,336,2017,62895,464,5 Seats (2 Front + 3 Rear),10,Leather / Fabric Mix,Yes (Front Only),Power Adjustable (6-way),ABS + EBD | Electronic Stability Control | Hill Assist | Traction Control | Climate Control | Leather Seats | Power Windows | Power Mirrors | Cruise Control | Infotainment System | Bluetooth Connectivity | Touch Screen Display | Smartphone Integration,ABS | Dual Front Airbags | Side Airbags | Curtain Airbags | Electronic Brake Force Distribution | Tire Pressure Monitoring,AM/FM Radio | CD Player | USB Port | Auxiliary Input | Bluetooth Audio | Hands-Free Calling | Touchscreen Display | Apple CarPlay/Android Auto | Navigation System | Premium Sound System,Cup Holders | Door Pockets | Floor Mats | Trunk Organizer | Dual Glove Box | Center Console Storage | Door Locks Storage,Coupe,Premium,High-Performance,6,3500,V6,603,Gasoline,Turbocharged,55,Automatic,8-speed Automatic,Front-Wheel Drive,225/50R18,225/50R18,18,Ventilated Disc,Ventilated Disc,Yes,ABS + EBD + Brake Assist,34.9,Independent Double Wishbone,Independent,Electric Power Steering,14.5,2400,150,3.6,1500,2100,1500,800,8.9,382,9.7,11.4,13.1,21,696,25
Cadillac,ATS,339,2017,46995,335,5 Seats (2 Front + 3 Rear),10,Fabric,No,Manual Adjustable,ABS + EBD | Electronic Stability Control | Hill Assist | Traction Control | Power Windows | Power Steering | Air Conditioning | Infotainment System | Bluetooth Connectivity | Touch Screen Display | Smartphone Integration,ABS | Dual Front Airbags | Side Airbags | Curtain Airbags | Electronic Brake Force Distribution | Tire Pressure Monitoring,AM/FM Radio | CD Player | USB Port | Auxiliary Input | Bluetooth Audio | Hands-Free Calling | Touchscreen Display | Apple CarPlay/Android Auto,Cup Holders | Door Pockets | Floor Mats | Trunk Organizer,Sedan,Mid-Range,Performance,4,2000,I4,436,Gasoline,Naturally Aspirated,55,Automatic,8-speed Automatic,Front-Wheel Drive,205/65R16,205/65R16,16,Ventilated Disc,Solid Disc,Yes,ABS + EBD + Brake Assist,35.8,Independent Double Wishbone,Multi-link,Electric Power Steering,15.5,2500,150,3.8,1800,2520,1500,500,9.8,318,14.1,16.6,19.1,14,502.5,25
Chevrolet,Avalanche,342,2012,40195,320,5 Seats (2 Front + 3 Rear),8,Fabric,No,Manual Adjustable,ABS + EBD | Electronic Stability Control | Hill Assist | Traction Control | Power Windows | Power Steering | Air Conditioning | Infotainment System | Bluetooth Connectivity,ABS | Dual Front Airbags | Side Airbags | Curtain Airbags | Electronic Brake Force Distribution,AM/FM Radio | CD Player | USB Port | Auxiliary Input | Bluetooth Audio | Hands-Free Calling,Cup Holders | Door Pockets | Floor Mats | Trunk Organizer,Pick-up,Mid-Range,Performance,8,5000,V8,416,Gasoline,Naturally Aspirated,75,Automatic,6-speed Automatic,All-Wheel Drive,265/75R16,265/75R16,16,Ventilated Disc,Drum Brake,Yes,ABS + EBD + Brake Assist,35.9,Independent,Leaf Spring,Electric Power Steering,15.5,2600,220,3.9,2500,3500,3500,1500,9.9,310,14.6,17.2,19.8,14,480,25
Toyota,Avalon Hybrid,345,2017,42550,200,5 Seats (2 Front + 3 Rear),10,Fabric,No,Manual Adjustable,ABS + EBD | Electronic Stability Control | Hill Assist | Traction Control | Power Windows | Power Steering | Air Conditioning | Infotainment System | Bluetooth Connectivity | Touch Screen Display | Smartphone Integration,ABS | Dual Front Airbags | Side Airbags | Curtain Airbags | Electronic Brake Force Distribution | Tire Pressure Monitoring,AM/FM Radio | CD Player | USB Port | Auxiliary Input | Bluetooth Audio | Hands-Free Calling | Touchscreen Display | Apple CarPlay/Android Auto,Cup Holders | Door Pockets | Floor Mats | Trunk Organizer,Sedan,Mid-Range,Standard,4,2000,I4,260,Gasoline,Naturally Aspirated,55,Automatic,6-speed Automatic,Front-Wheel Drive,205/65R16,205/65R16,16,Ventilated Disc,Solid Disc,Yes,ABS + EBD + Brake Assist,36.7,Independent Double Wishbone,Multi-link,Electric Power Steering,15.5,2500,150,3.8,1800,2520,1500,500,10.7,250,18.7,22,25.3,11,300,25
Toyota,Avalon,348,2017,41050,268,5 Seats (2 Front + 3 Rear),10,Fabric,No,Manual Adjustable,ABS + EBD | Electronic Stability Control | Hill Assist | Traction Control | Power Windows | Power Steering | Air Conditioning | Infotainment System | Bluetooth Connectivity | Touch Screen Display | Smartphone Integration,ABS | Dual Front Airbags | Side Airbags | Curtain Airbags | Electronic Brake Force Distribution | Tire Pressure Monitoring,AM/FM Radio | CD Player | USB Port | Auxiliary Input | Bluetooth Audio | Hands-Free Calling | Touchscreen Display | Apple CarPlay/Android Auto,Cup Holders | Door Pockets | Floor Mats | Trunk Organizer,Sedan,Mid-Range,Performance,4,2000,I4,348,Gasoline,Naturally Aspirated,55,Automatic,8-speed Automatic,Front-Wheel Drive,205/65R16,205/65R16,16,Ventilated Disc,Solid Disc,Yes,ABS + EBD + Brake Assist,36.2,Independent Double Wishbone,Multi-link,Electric Power Steering,15.5,2500,150,3.8,1800,2520,1500,500,10.2,284,16.4,19.3,22.2,12,402,25
Dodge,Avenger,351,2014,20595,173,5 Seats (2 Front + 3 Rear),8,Fabric,No,Manual Adjustable,ABS + EBD | Electronic Stability Control | Hill Assist | Traction Control | Power Steering | Manual Windows | Infotainment System | Bluetooth Connectivity,ABS | Dual Front Airbags | Side Airbags | Curtain Airbags | Electronic Brake Force Distribution,AM/FM Radio | CD Player | USB Port | Auxiliary Input | Bluetooth Audio | Hands-Free Calling | Touchscreen Display,Cup Holders | Door Pockets,Sedan,Mid-Range,Standard,4,2000,I4,225,Gasoline,Naturally Aspirated,55,Automatic,6-speed Automatic,Front-Wheel Drive,205/65R16,205/65R16,16,Ventilated Disc,Solid Disc,Yes,ABS + EBD + Brake Assist,36.8,Independent Double Wishbone,Multi-link,Electric Power Steering,15.5,2500,150,3.8,1800,2520,1500,500,10.8,236,19.6,23.1,26.6,10,259.5,25
Lamborghini,Aventador,354,2016,443800,700,5 Seats (2 Front + 3 Rear),12,Premium Leather,Yes (Front + Rear),Power Adjustable (8-way) with Memory,ABS + EBD | Electronic Stability Control | Hill Assist | Traction Control | Climate Control | Leather Seats | Power Windows | Power Mirrors | Cruise Control | Infotainment System | Bluetooth Connectivity | Touch Screen Display | Smartphone Integration,ABS | Dual Front Airbags | Side Airbags | Curtain Airbags | Electronic Brake Force Distribution | Tire Pressure Monitoring | Pre-collision System | Blind Spot Detection | Lane Departure Warning | Automatic Emergency Braking,AM/FM Radio | CD Player | USB Port | Auxiliary Input | Bluetooth Audio | Hands-Free Calling | Touchscreen Display | Apple CarPlay/Android Auto | Navigation System | Premium Sound System,Cup Holders | Door Pockets | Floor Mats | Trunk Organizer | Dual Glove Box | Center Console Storage | Door Locks Storage,Convertible,Luxury,High-Performance,6,3500,V6,910,Gasoline,Turbocharged,55,Automatic,8-speed Automatic,Front-Wheel Drive,225/50R18,225/50R18,18,Ventilated Disc,Ventilated Disc,Yes,ABS + EBD + Brake Assist,33.3,Independent Double Wishbone,Independent,Electric Power Steering,14.5,2400,150,3.6,1500,2100,1500,800,7.3,500,8.5,10,11.5,24,1050,25
Chevrolet,Aveo,357,2011,15365,108,5 Seats (2 Front + 3 Rear),6,Fabric,No,Manual Adjustable,ABS + EBD | Electronic Stability Control | Hill Assist | Power Steering | Manual Windows | Infotainment System,ABS | Dual Front Airbags | Side Airbags | Curtain Airbags,AM/FM Radio | CD Player | USB Port | Auxiliary Input,Cup Holders | Door Pockets,Hatchback,Budget,Economy,4,1500,I4,140,Gasoline,Naturally Aspirated,55,Automatic,6-speed Automatic,Front-Wheel Drive,195/60R15,195/60R15,15,Disc Brake,Disc Brake,Yes,ABS + EBD + Brake Assist,37.3,MacPherson Strut,Torsion Beam,Electric Power Steering,15.5,2400,150,3.6,1500,2100,1500,800,11.3,204,21.8,25.7,29.6,9,162,25
Lincoln,Aviator,360,2005,40635,302,5 Seats (2 Front + 3 Rear),6,Fabric,No,Manual Adjustable,Electronic Stability Control | Power Windows | Power Steering | Air Conditioning,ABS | Dual Front Airbags | Side Airbags,AM/FM Radio | CD Player,Cup Holders | Door Pockets | Floor Mats | Trunk Organizer,SUV,Mid-Range,Performance,6,2800,V6,393,Gasoline,Naturally Aspirated,60,Automatic,5-speed Automatic,All-Wheel Drive,235/70R17,235/70R17,17,Ventilated Disc,Solid Disc,Yes,ABS + EBD,36,Independent,Multi-link,Hydraulic Power Steering,15.5,2700,200,4.1,2200,3080,2500,1000,10,301,15.2,17.9,20.6,13,453,25
Hyundai,Azera,363,2017,34100,293,5 Seats (2 Front + 3 Rear),10,Fabric,No,Manual Adjustable,ABS + EBD | Electronic Stability Control | Hill Assist | Traction Control | Power Windows | Power Steering | Air Conditioning | Infotainment System | Bluetooth Connectivity | Touch Screen Display | Smartphone Integration,ABS | Dual Front Airbags | Side Airbags | Curtain Airbags | Electronic Brake Force Distribution | Tire Pressure Monitoring,AM/FM Radio | CD Player | USB Port | Auxiliary Input | Bluetooth Audio | Hands-Free Calling | Touchscreen Display | Apple CarPlay/Android Auto,Cup Holders | Door Pockets | Floor Mats | Trunk Organizer,Sedan,Mid-Range,Performance,4,2000,I4,381,Gasoline,Naturally Aspirated,55,Automatic,8-speed Automatic,Front-Wheel Drive,205/65R16,205/65R16,16,Ventilated Disc,Solid Disc,Yes,ABS + EBD + Brake Assist,36,Independent Double Wishbone,Multi-link,Electric Power Steering,15.5,2500,150,3.8,1800,2520,1500,500,10,296,15.6,18.3,21,13,439.5,25
Bentley,Azure T,364,2010,363000,500,5 Seats (2 Front + 3 Rear),10,Premium Leather,Yes (Front + Rear),Power Adjustable (8-way) with Memory,ABS + EBD | Electronic Stability Control | Hill Assist | Climate Control | Leather Seats | Power Windows | Power Mirrors | Cruise Control | Infotainment System,ABS | Dual Front Airbags | Side Airbags | Curtain Airbags | Pre-collision System | Blind Spot Detection | Lane Departure Warning | Automatic Emergency Braking,AM/FM Radio | CD Player | USB Port | Auxiliary Input | Navigation System,Cup Holders | Door Pockets | Floor Mats | Trunk Organizer | Dual Glove Box | Center Console Storage | Door Locks Storage,Convertible,Luxury,High-Performance,6,3500,V6,650,Gasoline,Turbocharged,55,Automatic,6-speed Automatic,Front-Wheel Drive,225/50R18,225/50R18,18,Ventilated Disc,Ventilated Disc,Yes,ABS + EBD + Brake Assist,34.7,Independent Double Wishbone,Independent,Electric Power Steering,14.5,2400,150,3.6,1500,2100,1500,800,8.7,400,8.5,10,11.5,24,750,25
